title,village,area,type,size,ori,info,rent,people,dist
莲湖建材市场 3室2厅 2500元,莲湖建材市场  ,井湾子租房,3室2厅  ,118平米  ,南,随时看房,2500,2,yuhua
万科城 4室2厅 9000元,万科城  ,福元西路租房,4室2厅  ,195平米  ,南,距离1号线马厂站1029米,9000,1,kaifu
北辰定江洋 3室2厅 8500元,北辰定江洋  ,北辰三角洲租房,3室2厅  ,187平米  ,西南,距离1号线北辰三角洲站711米,8500,11,kaifu
富绿山庄 4室2厅 2700元,富绿山庄  ,铁道学院租房,4室2厅  ,168平米  ,南 北,/,2700,/,tianxin
长房东郡 3室2厅 2500元,长房东郡  ,德政园租房,3室2厅  ,138平米  ,南 北,距离2号线万家丽广场站699米,2500,0,furong
万科金域华府 3室2厅 2700元,万科金域华府  ,武广新城租房,3室2厅  ,90平米  ,东南,距离城际铁路香樟路站站957米,2700,11,yuhua
岳麓现代城 3室2厅 4500元,岳麓现代城  ,溁湾镇租房,3室2厅  ,132平米  ,南,距离2号线溁湾镇站885米,4500,2,yuelu
蓝光雍锦阁 1室1厅 1800元,蓝光雍锦阁  ,桐梓坡租房,1室1厅  ,38平米  ,南,随时看房,1800,1,yuelu
绿地中央广场 4室2厅 4500元,绿地中央广场  ,观沙岭租房,4室2厅  ,147平米  ,南,随时看房,4500,1,yuelu
星蓝湾 3室2厅 2600元,星蓝湾  ,滨江新城租房,3室2厅  ,96平米  ,南,随时看房,2600,2,yuelu
北辰三角洲奥城D3区 3室2厅 3300元,北辰三角洲奥城D3区  ,北辰三角洲租房,3室2厅  ,100平米  ,南,距离1号线北辰三角洲站596米,3300,1,kaifu
麓谷锦园 6室3厅 8500元,麓谷锦园  ,麓谷东租房,6室3厅  ,242平米  ,南 北,随时看房,8500,1,yuelu
芙蓉明珠 1室1厅 2200元,芙蓉明珠  ,尚东租房,1室1厅  ,40平米  ,南,/,2200,/,furong
长大彩虹都 2室1厅 2200元,长大彩虹都  ,铁道学院租房,2室1厅  ,51平米  ,北,距离1号线友谊路站774米,2200,0,tianxin
世嘉国际华城一期 2室2厅 3000元,世嘉国际华城一期  ,芙蓉区政府租房,2室2厅  ,114平米  ,南 北,距离2号线人民东路站307米,3000,6,furong
精装小四房，居家选择，户型周正。,银桂苑  ,省政府租房,4室2厅  ,150平米  ,南,/,3100,/,tianxin
莲湖汽车饰品城小区 2室1厅 1600元,莲湖汽车饰品城小区  ,喜盈门租房,2室1厅  ,70平米  ,南 北,距离城际铁路湘府路站站935米,1600,0,yuhua
鑫天御景湾 2室2厅 2300元,鑫天御景湾  ,喜盈门租房,2室2厅  ,90平米  ,南 北,随时看房,2300,4,yuhua
上海城南北通透四房，安静舒适，交通方便，拎包入住,上海城  ,韶山南路租房,4室1厅  ,130平米  ,南 北,随时看房,3000,7,yuhua
湘林小区 宽敞4室2厅2卫 办公装修,湘林小区  ,铁道学院租房,4室2厅  ,178平米  ,南,/,4200,/,tianxin
咸嘉西子园 3室2厅 2300元,咸嘉西子园  ,河西步步高租房,3室2厅  ,106平米  ,北,随时看房,2300,6,yuelu
万博汇精装修两房 家具家电齐全 拎包入住 钥匙在手,万博汇名邸二期  ,雨花亭租房,2室2厅  ,73平米  ,西,随时看房,2700,8,yuhua
长沙奥林匹克花园 3室1厅 1800元,长沙奥林匹克花园  ,德思勤租房,3室1厅  ,110平米  ,南,随时看房,1800,3,tianxin
香樟兰亭 4室2厅 2500元,香樟兰亭  ,树木岭租房,4室2厅  ,90平米  ,南,距离城际铁路香樟路站站287米,2500,5,yuhua
北辰定江洋 3室2厅 7000元,北辰定江洋  ,北辰三角洲租房,3室2厅  ,189平米  ,西南,距离1号线北辰三角洲站700米,7000,15,kaifu
北辰定江洋 4室2厅 4500元,北辰定江洋  ,北辰三角洲租房,4室2厅  ,199平米  ,南 北,距离1号线北辰三角洲站707米,4500,2,kaifu
景荣华苑 4室2厅 3600元,景荣华苑  ,德思勤租房,4室2厅  ,175平米  ,南 北,/,3600,/,tianxin
北辰三角洲奥城D3区 2室1厅 3000元,北辰三角洲奥城D3区  ,北辰三角洲租房,2室1厅  ,88平米  ,南,距离1号线北辰三角洲站580米,3000,1,kaifu
东方新城 3室2厅 2400元,东方新城  ,德政园租房,3室2厅  ,90平米  ,南 北,距离2号线万家丽广场站225米,2400,4,furong
万科金域华府 3室2厅 3500元,万科金域华府  ,武广新城租房,3室2厅  ,125平米  ,南 北,距离城际铁路香樟路站站993米,3500,10,yuhua
湘江豪庭 4室1厅 7000元,湘江豪庭  ,开福区政府租房,4室1厅  ,200平米  ,南,距离1号线马厂站1025米,7000,8,kaifu
旭辉御府 2室1厅 1900元,旭辉御府  ,梅溪湖北岸租房,2室1厅  ,49平米  ,南,/,1900,/,yuelu
绿地中央广场 2室1厅 2700元,绿地中央广场  ,观沙岭租房,2室1厅  ,69平米  ,东南,随时看房,2700,7,yuelu
岳麓现代城 2室2厅 4000元,岳麓现代城  ,溁湾镇租房,2室2厅  ,105平米  ,南,距离2号线溁湾镇站885米,4000,3,yuelu
恒鑫澜北湾 4室2厅 3500元,恒鑫澜北湾  ,开福区政府租房,4室2厅  ,134平米  ,南 北,随时看房,3500,2,kaifu
市府商圈 标准一室一厅  一次出租 居家温馨,丽都桃源  ,河西人人乐租房,1室1厅  ,58平米  ,南,随时看房,1500,5,yuelu
绿地中央广场 1室1厅 1600元,绿地中央广场  ,观沙岭租房,1室1厅  ,34平米  ,南,随时看房,1600,15,yuelu
恒大御景半岛 1室0厅 1900元,恒大御景半岛  ,开福区政府租房,1室0厅  ,32平米  ,东北,随时看房,1900,6,kaifu
北辰三角洲E6区 4室2厅 3000元,北辰三角洲E6区  ,北辰三角洲租房,4室2厅  ,144平米  ,南,距离1号线北辰三角洲站866米,3000,3,kaifu
菲莎公馆 2室1厅 3200元,菲莎公馆  ,马王堆租房,2室1厅  ,63平米  ,东北,/,3200,/,furong
梅岭村 3室2厅 2000元,梅岭村  ,铁道学院租房,3室2厅  ,82平米  ,南,距离1号线铁道学院站1023米,2000,0,tianxin
博林金谷 2室1厅 2600元,博林金谷  ,新开铺租房,2室1厅  ,69平米  ,东,距离1号线铁道学院站701米,2600,0,tianxin
芙蓉明珠 1室1厅 2200元,芙蓉明珠  ,尚东租房,1室1厅  ,40平米  ,南,/,2200,/,furong
五矿万境水岸二期 3室2厅 2600元,五矿万境水岸二期  ,喜盈门租房,3室2厅  ,140平米  ,南,距离城际铁路湘府路站站704米,2600,0,yuhua
五矿万境水岸二期 3室2厅 2400元,五矿万境水岸二期  ,喜盈门租房,3室2厅  ,103平米  ,南 北,距离城际铁路湘府路站站704米,2400,3,yuhua
loft复式格局，空间大，深受年轻人的喜爱,他城时代公寓  ,铁道学院租房,2室1厅  ,40平米  ,南,精装修,1800,20,tianxin
五矿二期高楼层两房 纯色系装修 户型好 居家必备,五矿万境水岸二期  ,喜盈门租房,2室2厅  ,88平米  ,南,距离城际铁路湘府路站站704米,2200,7,yuhua
未来城 1室1厅 1500元,未来城  ,河西人人乐租房,1室1厅  ,40平米  ,南,随时看房,1500,14,yuelu
阳光锦城办公三房，楼高采光无遮，适合办公人士,阳光锦城  ,雨花亭租房,3室2厅  ,113平米  ,南,/,3334,/,yuhua
湘府9号 2室1厅 2100元,湘府9号  ,德思勤租房,2室1厅  ,89平米  ,南,距离1号线省政府站860米,2100,7,tianxin
长房中庭国际 4室1厅 22000元,长房中庭国际  ,高桥租房,4室1厅  ,303平米  ,南,距离2号线万家丽广场站778米,22000,3,yuhua
融江苑装修两房可办公，业主诚心看房方便。,世纪城融江苑  ,湘江世纪城租房,2室2厅  ,91平米  ,南,/,2200,/,kaifu
北辰三角洲奥城E4区 1室1厅 2500元,北辰三角洲奥城E4区  ,北辰三角洲租房,1室1厅  ,50平米  ,南,随时看房,2500,0,kaifu
长沙奥林匹克花园 3室2厅 3500元,长沙奥林匹克花园  ,德思勤租房,3室2厅  ,145平米  ,南,随时看房,3500,0,tianxin
郡原广场 1室0厅 1800元,郡原广场  ,河西步步高租房,1室0厅  ,38平米  ,南,随时看房,1800,9,yuelu
佳兴国际汇 1室1厅 3500元,佳兴国际汇  ,金星中路租房,1室1厅  ,72平米  ,南,距离2号线金星路站964米,3500,4,yuelu
世嘉国际华城一期 3室1厅 3500元,世嘉国际华城一期  ,芙蓉区政府租房,3室1厅  ,132平米  ,南 北,距离2号线人民东路站678米,3500,0,furong
佳兴国际汇 1室0厅 1300元,佳兴国际汇  ,金星中路租房,1室0厅  ,28平米  ,南,距离2号线金星路站964米,1300,14,yuelu
万科城 3室2厅 3000元,万科城  ,福元西路租房,3室2厅  ,90平米  ,南,距离1号线马厂站967米,3000,4,kaifu
北辰三角洲奥城D3区 2室1厅 3000元,北辰三角洲奥城D3区  ,北辰三角洲租房,2室1厅  ,88平米  ,南,距离1号线北辰三角洲站580米,3000,6,kaifu
美林银谷国际社区 3室2厅 2900元,美林银谷国际社区  ,河西步步高租房,3室2厅  ,118平米  ,南,随时看房,2900,4,yuelu
东方新世界 3室1厅 2900元,东方新世界  ,左家塘租房,3室1厅  ,114平米  ,南,随时看房,2900,8,yuhua
金茂梅溪湖 2室2厅 3500元,金茂梅溪湖  ,梅溪湖南岸租房,2室2厅  ,98平米  ,南,随时看房,3500,0,yuelu
华城广场 2室2厅 2800元,华城广场  ,德政园租房,2室2厅  ,90平米  ,南,距离2号线万家丽广场站606米,2800,0,furong
绿地公馆 3室2厅 2800元,绿地公馆  ,省政府租房,3室2厅  ,95平米  ,东南,距离1号线桂花坪站548米,2800,0,tianxin
博林金谷 1室0厅 1300元,博林金谷  ,新开铺租房,1室0厅  ,30平米  ,南,/,1300,/,tianxin
百纳公寓 3室1厅 2700元,百纳公寓  ,马王堆租房,3室1厅  ,90平米  ,南,距离2号线万家丽广场站447米,2700,3,furong
新城新世界 2室2厅 2400元,新城新世界  ,高桥租房,2室2厅  ,89平米  ,南 北,距离城际铁路树木岭站站1076米,2400,1,yuhua
上海城 4室1厅 1800元,上海城  ,韶山南路租房,4室1厅  ,132平米  ,南,随时看房,1800,2,yuhua
东方新世界 2室2厅 2400元,东方新世界  ,左家塘租房,2室2厅  ,88平米  ,南,随时看房,2400,9,yuhua
保利花园三期 2室1厅 2100元,保利花园三期  ,省政府租房,2室1厅  ,88平米  ,南 北,/,2100,/,tianxin
沁园春御院 1室1厅 2500元,沁园春御院  ,河西步步高租房,1室1厅  ,44平米  ,南,随时看房,2500,8,yuelu
华盛世纪新城 4室1厅 2500元,华盛世纪新城  ,喜盈门租房,4室1厅  ,140平米  ,南,距离城际铁路湘府路站站839米,2500,2,yuhua
满庭芳 3室2厅 2300元,满庭芳  ,铁道学院租房,3室2厅  ,90平米  ,南,距离1号线友谊路站842米,2300,10,tianxin
北辰三角洲D2区 3室1厅 4000元,北辰三角洲D2区  ,北辰三角洲租房,3室1厅  ,106平米  ,南,距离1号线北辰三角洲站486米,4000,1,kaifu
半山公馆精装朝南两房 楼层好 视野好,半山公馆  ,武广新城租房,2室1厅  ,78平米  ,东北,随时看房,2800,3,yuhua
华江乐天花亭 2室2厅 2600元,华江乐天花亭  ,金霞租房,2室2厅  ,95平米  ,南,随时看房,2600,0,kaifu
长沙奥林匹克花园 3室2厅 3200元,长沙奥林匹克花园  ,德思勤租房,3室2厅  ,160平米  ,南,距离1号线省政府站1171米,3200,0,tianxin
恒鑫澜北湾 2室2厅 2500元,恒鑫澜北湾  ,开福区政府租房,2室2厅  ,91平米  ,南,随时看房,2500,0,kaifu
沁园春 3室2厅 3200元,沁园春  ,银盆岭租房,3室2厅  ,154平米  ,东,随时看房,3200,1,yuelu
北辰三角洲奥城E4区 1室1厅 2600元,北辰三角洲奥城E4区  ,北辰三角洲租房,1室1厅  ,50平米  ,南,随时看房,2600,1,kaifu
华银园 3室2厅 2800元,华银园  ,雨花亭租房,3室2厅  ,133平米  ,南 北,距离1号线涂家冲站916米,2800,1,yuhua
华海3c广场办公出租，交通便利。,华海3C广场  ,火车站租房,2室1厅  ,68平米  ,北,距离2号线长沙火车站站527米,1450,0,furong
奥克斯广场 1室1厅 2400元,奥克斯广场  ,银盆岭租房,1室1厅  ,59平米  ,南,/,2400,/,yuelu
富湾国际 4室1厅 7500元,富湾国际  ,开福区政府租房,4室1厅  ,260平米  ,南,随时看房,7500,5,kaifu
业主诚心出租，价格优惠，万科自带物业。,万科城  ,福元西路租房,3室2厅  ,87平米  ,南,随时看房,3000,6,kaifu
长房时代城 3室1厅 3000元,长房时代城  ,河西人人乐租房,3室1厅  ,89平米  ,南 北,随时看房,3000,7,yuelu
牛婆塘社区 精装两房仅需1200,牛婆塘社区  ,雨花亭租房,2室1厅  ,52平米  ,南,距离1号线黄土岭站776米,1200,19,yuhua
中国铁建梅溪青秀 3室2厅 2600元,中国铁建梅溪青秀  ,梅溪湖北岸租房,3室2厅  ,93平米  ,南,随时看房,2600,0,yuelu
郡原广场 1室1厅 2200元,郡原广场  ,河西步步高租房,1室1厅  ,56平米  ,南,随时看房,2200,6,yuelu
兰卡威国际 1室0厅 1350元,兰卡威国际  ,银盆岭租房,1室0厅  ,33平米  ,东南,随时看房,1350,5,yuelu
钱隆学府 4室2厅 3000元,钱隆学府  ,省政府租房,4室2厅  ,126平米  ,南,/,3000,/,tianxin
金邮小区 3室2厅 3000元,金邮小区  ,高桥租房,3室2厅  ,155平米  ,东 南,随时看房,3000,0,yuhua
万博汇名邸一期 2室1厅 2400元,万博汇名邸一期  ,雨花亭租房,2室1厅  ,67平米  ,西,随时看房,2400,3,yuhua
华盛世纪新城 4室1厅 3200元,华盛世纪新城  ,喜盈门租房,4室1厅  ,177平米  ,南,距离城际铁路湘府路站站853米,3200,1,yuhua
城市山水豪园精装两房，可拎包入住,城市山水豪园  ,武广新租房,2室2厅  ,86平米  ,东南,随时看房,2400,7,yuhua
湘水熙园 4室2厅 2900元,湘水熙园  ,省政府租房,4室2厅  ,113平米  ,南 北,/,2900,/,tianxin
长房时代城 1室1厅 1600元,长房时代城  ,河西人人乐租房,1室1厅  ,36平米  ,南,随时看房,1600,7,yuelu
2076至高点 1室0厅 1300元,2076至高点  ,左家塘租房,1室0厅  ,30平米  ,南,随时看房,1300,12,yuhua
兰景花园 简单装修三房 低楼层 随时看房,兰景花园  ,铁道学院租房,3室2厅  ,108平米  ,南,随时看房,1900,1,tianxin
万国城三期 3室1厅 2900元,万国城三期  ,福元西路租房,3室1厅  ,113平米  ,南 北,/,2900,/,kaifu
博雅公寓 2室2厅 2000元,博雅公寓  ,武广新城租房,2室2厅  ,75平米  ,南,随时看房,2000,2,yuhua
仁和家园 2室2厅 1850元,仁和家园  ,新开铺租房,2室2厅  ,87平米  ,南,随时看房,1850,0,tianxin
顺天北国风光 3室2厅 2700元,顺天北国风光  ,开福区政府租房,3室2厅  ,136平米  ,南 北,距离1号线马厂站142米,2700,3,kaifu
万科城 3室2厅 3000元,万科城  ,福元西路租房,3室2厅  ,90平米  ,南 北,/,3000,/,kaifu
未来城 1室1厅 1700元,未来城  ,河西人人乐租房,1室1厅  ,45平米  ,南,随时看房,1700,3,yuelu
北辰三角洲凤凰公元 3室2厅 4000元,北辰三角洲凤凰公元  ,北辰三角洲租房,3室2厅  ,110平米  ,南,随时看房,4000,2,kaifu
凯通国际城 2室2厅 2200元,凯通国际城  ,火车站租房,2室2厅  ,65平米  ,南,距离2号线长沙火车站站956米,2200,0,furong
夏威夷碧水春城 4室2厅 3500元,夏威夷碧水春城  ,暮云租房,4室2厅  ,152平米  ,南,/,3500,/,tianxin
百纳公寓 2室2厅 2500元,百纳公寓  ,马王堆租房,2室2厅  ,80平米  ,南 北,/,2500,/,furong
江临天下 2室2厅 2400元,江临天下  ,湘江世纪城租房,2室2厅  ,89平米  ,南,距离1号线开福区政府站675米,2400,2,kaifu
华海3c广场办公出租，交通便利。,华海3C广场  ,火车站租房,2室1厅  ,68平米  ,北,距离2号线长沙火车站站527米,1450,0,furong
西站商圈 梅溪湖板块 精装三房 视野无遮挡 交通便利,达美D6区  ,汽车西站租房,3室2厅  ,88平米  ,东 南,距离2号线望城坡站583米,3000,9,yuelu
北辰三角洲D2区 2室1厅 3200元,北辰三角洲D2区  ,北辰三角洲租房,2室1厅  ,88平米  ,南,距离1号线北辰三角洲站193米,3200,2,kaifu
先锋水韵花都 3室2厅 3200元,先锋水韵花都  ,开福区政府租房,3室2厅  ,103平米  ,南,距离1号线马厂站324米,3200,10,kaifu
沁园春御院 1室1厅 2500元,沁园春御院  ,河西步步高租房,1室1厅  ,70平米  ,南,/,2500,/,yuelu
上海城一期通透两房 自住装修 随时看房 拎包入住,上海城  ,韶山南路租房,2室2厅  ,91平米  ,南 北,随时看房,2300,16,yuhua
长房时代城 3室2厅 1800元,长房时代城  ,河西人人乐租房,3室2厅  ,138平米  ,南,随时看房,1800,0,yuelu
步步高梅溪新天地 1室1厅 1700元,步步高梅溪新天地  ,东方红租房,1室1厅  ,45平米  ,西,随时看房,1700,4,yuelu
中一九骏 1室0厅 1800元,中一九骏  ,汽车西站租房,1室0厅  ,48平米  ,南,随时看房,1800,2,yuelu
君悦香邸 3室2厅 3600元,君悦香邸  ,北辰三角洲租房,3室2厅  ,133平米  ,南,距离1号线北辰三角洲站805米,3600,0,kaifu
克拉美丽山庄 2室1厅 2000元,克拉美丽山庄  ,新开铺租房,2室1厅  ,90平米  ,南 北,/,2000,/,tianxin
新城新世界 2室2厅 2200元,新城新世界  ,高桥租房,2室2厅  ,89平米  ,南,距离城际铁路树木岭站站639米,2200,1,yuhua
万科金域华府 3室2厅 2700元,万科金域华府  ,武广新城租房,3室2厅  ,90平米  ,南,距离城际铁路香樟路站站995米,2700,13,yuhua
